longitude	latitude	p1901_1930	p1911_1940	p1921_1950	p1931_1960	p1941_1970	p1951_1980	p1961_1990	p1971_2000	p1981_2010
62.75	27.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	26.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	26.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	25.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	-67.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-68.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-68.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-69.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-69.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-70.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-70.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-71.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-71.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-72.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-72.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-73.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-73.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-74.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-74.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-75.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-75.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-76.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-76.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-77.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-77.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-78.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-78.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-79.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-80.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-80.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-81.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-81.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-82.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-82.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-83.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-83.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-84.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-84.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	80.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	75.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
63.25	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
63.25	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
63.25	68.25	Dfc	Dfc	ET	ET	ET	Dfc	Dfc	Dfc	Dfc
63.25	67.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	67.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	66.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	66.25	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc	Dfc
63.25	65.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	65.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	64.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	64.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	63.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	63.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	62.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	62.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	61.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	61.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	60.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	60.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	59.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	59.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	58.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.25	58.25	Dfc	Dfc	Dfc	Dfc	Dfb	Dfb	Dfc	Dfc	Dfb
63.25	57.75	Dfb	NaN	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.25	57.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.25	56.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.25	56.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.25	55.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.25	55.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.25	54.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.25	54.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.25	53.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.25	53.25	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
63.25	52.75	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
63.25	52.25	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
63.25	51.75	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
63.25	51.25	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfa	BSk
63.25	50.75	Dfa	BSk	BSk	BSk	Dfb	Dfa	Dfa	BSk	BSk
63.25	50.25	Dfa	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.25	49.75	Dfa	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.25	49.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.25	48.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.25	48.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.25	47.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BWk	BWk
63.25	47.25	BWk	BWk	BWk	BSk	BSk	BSk	BWk	BWk	BWk
63.25	46.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	46.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	45.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	45.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	44.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	44.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	43.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	43.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	42.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	42.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	41.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	41.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	40.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	40.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	39.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	39.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	38.75	BSk	BSk	BWk	BWk	BWk	BWk	BWk	BSk	BSk
63.25	38.25	BSk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BSk
63.25	37.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	37.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.25	36.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.25	36.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.25	35.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.25	35.25	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa
63.25	34.75	Csb	Csb	Csb	Csb	Csb	Csb	Csb	Csb	Csb
63.25	34.25	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb
63.25	33.75	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb
63.25	33.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	Csa	Csa
63.25	32.75	BWk	BWk	BWk	BSk	BWk	BWk	BWk	BSk	BSk
63.25	32.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	31.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	31.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	30.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	30.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	29.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	29.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	28.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	28.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	27.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	27.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	26.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	26.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	25.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	25.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.25	-67.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-68.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-68.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-69.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-69.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-70.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-70.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-71.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-71.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-72.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-72.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-73.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-73.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-74.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-74.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-75.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-75.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-76.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-76.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-77.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-77.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-78.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-78.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-79.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-80.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-80.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-81.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-81.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-82.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-82.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-83.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-83.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-84.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-84.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	80.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	76.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
63.75	75.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
63.75	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
63.75	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
63.75	68.25	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc	Dfc
63.75	67.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	67.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	66.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	66.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	65.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	65.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	64.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	64.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	63.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	63.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	62.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	62.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	61.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	61.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	60.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	60.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	59.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	59.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	58.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
63.75	58.25	Dfc	Dfc	Dfc	Dfc	Dfb	Dfb	Dfc	Dfc	Dfb
63.75	57.75	Dfb	Dfc	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	57.25	Dfb	Dfc	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	56.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	56.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	55.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	55.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	54.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	54.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	53.75	Dfb	Dfb	BSk	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	53.25	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	52.75	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
63.75	52.25	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
63.75	51.75	Dfb	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
63.75	51.25	Dfb	Dfb	BSk	BSk	Dfb	Dfb	Dfb	Dfb	Dfb
63.75	50.75	Dfa	BSk	BSk	Dfa	Dfb	Dfa	Dfa	BSk	BSk
63.75	50.25	Dfa	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.75	49.75	Dfa	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.75	49.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.75	48.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.75	48.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.75	47.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BWk
63.75	47.25	BWk	BWk	BWk	BSk	BSk	BSk	BWk	BWk	BWk
63.75	46.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	46.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	45.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	45.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	44.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	44.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	43.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	43.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	42.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	42.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	41.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	41.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	40.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	40.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	39.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	39.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	38.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	38.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BSk
63.75	37.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	37.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
63.75	36.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.75	36.25	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa
63.75	35.75	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa
63.75	35.25	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa
63.75	34.75	Csb	Csb	Csb	Csb	Csb	Csb	Csb	Csb	Csa
63.75	34.25	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb	Dsb
63.75	33.75	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc	Dsc
63.75	33.25	BSk	Csa	Dsa	Csa	Csa	Csa	Csa	Csa	Csa
63.75	32.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
63.75	32.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BSh
63.75	31.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	31.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	30.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	30.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	29.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	29.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	28.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	28.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	27.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	27.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	26.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	26.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	25.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
63.75	-67.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-68.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-68.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-69.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-69.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-70.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-70.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-71.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-71.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-72.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-72.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-73.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-73.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-74.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-74.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-75.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-75.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-76.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-76.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-77.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-77.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-78.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-78.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-79.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-80.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-80.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-81.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-81.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-82.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-82.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-83.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-83.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-84.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-84.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
63.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
64.25	80.75	EF	EF	EF	ET	ET	ET	ET	ET	EF
64.25	76.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
64.25	75.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
64.25	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
64.25	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
64.25	68.25	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc	Dfc
64.25	67.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
64.25	67.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
