longitude	latitude	p1901_1930	p1911_1940	p1921_1950	p1931_1960	p1941_1970	p1951_1980	p1961_1990	p1971_2000	p1981_2010
61.75	51.25	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
61.75	50.75	Dfa	BSk	BSk	BSk	Dfb	Dfb	Dfa	Dfa	BSk
61.75	50.25	Dfa	BSk	BSk	BSk	Dfa	Dfa	BSk	BSk	BSk
61.75	49.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
61.75	49.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
61.75	48.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
61.75	48.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BWk
61.75	47.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BWk	BWk
61.75	47.25	BWk	BWk	BWk	BSk	BSk	BSk	BWk	BWk	BWk
61.75	46.75	BSk	BSk	BSk	BSk	BSk	BSk	BWk	BWk	BWk
61.75	46.25	BWk	BWk	BWk	BSk	BSk	BWk	BWk	BWk	BWk
61.75	45.75	BWk	BWk	BWk	BSk	BWk	BWk	BWk	BWk	BWk
61.75	45.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	44.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	44.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	43.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	43.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	42.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	42.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	41.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	41.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	40.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	40.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	39.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	39.25	BSk	BWk	BWk	BWk	BWk	BWk	BWk	BSk	BSk
61.75	38.75	BSk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BSk
61.75	38.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	37.75	BWk	BWk	BWk	BWk	BSk	BSk	BSk	BWk	BWk
61.75	37.25	BWk	BWk	BWk	BWk	BWk	BSk	BWk	BWk	BWk
61.75	36.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BWk
61.75	36.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
61.75	35.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
61.75	35.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
61.75	34.75	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa	BSk
61.75	34.25	Csa	Csa	BSk	Csa	Csa	Csa	BSk	Csa	BSk
61.75	33.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
61.75	33.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
61.75	32.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	32.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	31.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	31.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	30.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	30.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	29.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	29.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	28.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	28.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
61.75	27.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	27.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	26.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	26.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	25.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	25.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
61.75	-67.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-68.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-68.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-69.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-69.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-70.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-70.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-71.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-71.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-72.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-72.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-73.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-73.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-74.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-74.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-75.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-75.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-76.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-76.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-77.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-77.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-78.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-78.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-79.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-80.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-80.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-81.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-81.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-82.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-82.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-83.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-83.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-84.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-84.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
61.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	75.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
62.25	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
62.25	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
62.25	68.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	67.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	67.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	66.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	66.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	65.75	Dfc	Dfc	ET	ET	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	65.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	64.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	64.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	63.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	63.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	62.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	62.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	61.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	61.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	60.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	60.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	59.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	59.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	58.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.25	58.25	Dfc	Dfc	Dfc	Dfc	Dfb	Dfb	Dfc	Dfc	Dfb
62.25	57.75	Dfc	Dfc	Dfc	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.25	57.25	Dfc	Dfc	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.25	56.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.25	56.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.25	55.75	Dwc	Dfc	Dwb	Dwb	Dwb	Dfb	Dfb	Dfb	Dfb
62.25	55.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.25	54.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.25	54.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.25	53.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.25	53.25	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb	Dfb
62.25	52.75	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
62.25	52.25	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
62.25	51.75	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
62.25	51.25	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfa	Dfb
62.25	50.75	Dfa	BSk	BSk	BSk	Dfb	Dfa	Dfa	Dfa	BSk
62.25	50.25	Dfa	BSk	BSk	BSk	Dfa	BSk	BSk	BSk	BSk
62.25	49.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.25	49.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.25	48.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.25	48.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BWk
62.25	47.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BWk	BWk
62.25	47.25	BWk	BWk	BWk	BSk	BSk	BSk	BWk	BWk	BWk
62.25	46.75	BWk	BWk	BWk	BSk	BSk	BWk	BWk	BWk	BWk
62.25	46.25	BWk	BWk	BWk	BSk	BSk	BWk	BWk	BWk	BWk
62.25	45.75	BSk	BSk	BWk	BSk	BSk	BWk	BWk	BWk	BWk
62.25	45.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	44.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	44.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	43.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	43.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	42.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	42.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	41.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	41.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	40.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	40.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	39.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	39.25	BSk	BWk	BWk	BWk	BWk	BWk	BWk	BSk	BSk
62.25	38.75	BSk	BSk	BWk	BWk	BWk	BWk	BWk	BSk	BSk
62.25	38.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.25	37.75	BWk	BWk	BWk	BWk	BWk	BSk	BSk	BWk	BWk
62.25	37.25	BWk	BWk	BWk	BWk	BWk	BSk	BSk	BWk	BWk
62.25	36.75	BWk	BWk	BWk	BSk	BSk	BSk	BSk	BSk	BWk
62.25	36.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.25	35.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.25	35.25	BSk	BSk	BSk	BSk	BSk	Csa	BSk	BSk	BSk
62.25	34.75	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa
62.25	34.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.25	33.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.25	33.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.25	32.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	32.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	31.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	31.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	30.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	30.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	29.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	29.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	28.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	28.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	27.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	27.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	26.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	26.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	25.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	25.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.25	-67.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-68.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-68.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-69.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-69.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-70.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-70.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-71.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-71.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-72.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-72.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-73.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-73.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-74.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-74.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-75.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-75.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-76.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-76.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-77.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-77.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-78.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-78.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-79.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-80.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-80.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-81.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-81.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-82.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-82.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-83.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-83.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-84.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-84.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
62.75	80.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
62.75	76.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
62.75	75.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
62.75	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
62.75	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
62.75	68.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	67.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	67.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	66.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	66.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	65.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	65.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	64.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	64.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	63.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	63.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	62.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	62.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	61.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	61.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	60.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	60.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	59.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	59.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	58.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
62.75	58.25	Dfc	Dfc	Dfc	Dfc	Dfb	Dfb	Dfc	Dfc	Dfb
62.75	57.75	Dfb	Dfc	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.75	57.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.75	56.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.75	56.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.75	55.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.75	55.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.75	54.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.75	54.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.75	53.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
62.75	53.25	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
62.75	52.75	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
62.75	52.25	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
62.75	51.75	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb	Dfb
62.75	51.25	BSk	BSk	BSk	BSk	BSk	BSk	Dfb	Dfb	Dfb
62.75	50.75	Dfa	BSk	BSk	BSk	Dfb	Dfa	Dfa	BSk	BSk
62.75	50.25	Dfa	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.75	49.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.75	49.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.75	48.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.75	48.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BWk
62.75	47.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BWk	BWk
62.75	47.25	BWk	BWk	BWk	BSk	BSk	BSk	BWk	BWk	BWk
62.75	46.75	BWk	BWk	BWk	BSk	BSk	BWk	BWk	BWk	BWk
62.75	46.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	45.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	45.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	44.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	44.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	43.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	43.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	42.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	42.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	41.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	41.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	40.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	40.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	39.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	39.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BSk
62.75	38.75	BSk	BSk	BWk	BWk	BWk	BWk	BWk	BSk	BSk
62.75	38.25	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	37.75	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk	BWk
62.75	37.25	BWk	BWk	BWk	BWk	BWk	BSk	BWk	BWk	BWk
62.75	36.75	BWk	BWk	BWk	BWk	BWk	BSk	BSk	BSk	BWk
62.75	36.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.75	35.75	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.75	35.25	BSk	BSk	BSk	BSk	BSk	Csa	BSk	Csa	BSk
62.75	34.75	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa	Csa
62.75	34.25	BSk	BSk	BSk	BSk	BSk	Csa	BSk	Csa	Csa
62.75	33.75	Dsa	Dsa	Dsa	Dsa	Dsa	Dsa	Dsa	Dsa	Csa
62.75	33.25	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk	BSk
62.75	32.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BSh
62.75	32.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	31.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	31.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	30.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	30.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	29.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	29.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	28.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	28.25	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
62.75	27.75	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh	BWh
