Latitude,Longitude,Elevation
4346N,06920W,1
4340N,06946W,1
4256N,07126W,71
4247N,07131W,61
4018N,10959W,1556
4030N,10731W,1886
4029N,08541W,262
4137N,09035W,229
4122N,08841W,225
4150N,08927W,240
4146N,08828W,215
4207N,08755W,197
3850N,08525W,266
4053N,08150W,357
4231N,07504W,538
4039N,07347W,7
4044N,07325W,25
4051N,07238W,20
4228N,07117W,41
4243N,07107W,45
4234N,07136W,82
4212N,07232W,75
4209N,07243W,83
4226N,07318W,364
4213N,07107W,195
4140N,06958W,16
4035N,07333W,1
4034N,07353W,3
4251N,07356W,115
3749N,12228W,81
3730N,12230W,49
3748N,12231W,1
3618N,12153W,34
3638N,12156W,6
3747N,12219W,4
3751N,12225W,73
3725N,12203W,12
3658N,12200W,1
3711N,12224W,1
3745N,12242W,5
3816N,12156W,19
3809N,12142W,1
3826N,11301W,1536
3858N,10449W,2003
3911N,10342W,1694
3742N,09845W,595
3839N,09748W,422
4009N,08920W,178
3950N,08403W,251
3654N,07543W,23
3946N,07406W,6
3849N,07652W,86
3855N,07628W,8
3820N,07505W,4
3857N,07453W,2
3901N,07455W,7
3705N,07622W,3
3638N,08001W,287
3439N,12034W,112
3517N,11637W,716
3541N,11741W,696
3635N,11540W,952
3516N,11726W,864
3620N,11706W,962
3349N,10640W,1506
3310N,10629W,1235
3650N,10754N,1902
3456N,10535W,2109
3418N,10348W,1326
3626N,09932W,667
3626N,09623W,251
3524N,09601W,259
3431N,09659W,320
3640N,08730W,174
3658N,08625W,167
3508N,07856W,74
3616N,07611W,4
3541N,07554W,3
3509N,07518W,1
3329N,07735W,0
3620N,11957W,72
3405N,11802W,90
3313N,11552W,-69
3250N,11535W,-17
3237N,11628W,802
3338N,11610W,-36
3337N,11443W,121
3253N,11243W,262
3416N,11121W,1571
3010N,10225W,865
3251N,10606W,1248
3254N,10624W,1193
3238N,10624W,1204
3030N,09946W,522
3124N,09317W,141
3120N,09233W,27
3108N,09234W,67
3024N,08904W,9
3025N,08855W,10
3024N,08829W,3
3004N,08535W,5
2941N,08522W,2
3026N,08641W,12
3034N,08619W,48
3154N,08138W,27
3201N,08109W,13
3058N,08312W,71
2751N,08231W,4
3358N,08028W,74
3341N,07856W,8
3349N,07843W,10
3313N,07911W,8
3351N,08029W,68
2828N,08033W,3
2837N,08043W,3
2814N,08036W,3
2739N,08120W,20
2443N,08107W,1
3007N,09133W,10
3233N,11658W,152
3238N,11700W,22
3151N,11638W,8
3102N,11451W,17
3118N,11333W,48
3138N,10626W,1171
3114N,11059W,1222
3043N,11144W,419
3022N,10941W,1040
3025N,10755W,1467
2910N,11819W,25
2904N,11058W,211
2857N,10750W,1870
2838N,10605W,1435
2842N,10558W,1360
2842N,10031W,250
2719N,11218W,75
2758N,11056W,27
2755N,11054W,11
2729N,10956W,43
2726N,09934W,148
2601N,11121W,15
2643N,10817W,238
2656N,10540W,1744
2653N,10125W,615
2601N,09814W,39
2541N,10905W,4
2521N,10547W,1967
2532N,10327W,1124
2527N,10059W,1790
2552N,10012W,512
2552N,10014W,448
2547N,10006W,387
2546N,09732W,8
2500N,11140W,48
2410N,11025W,27
2404N,11022W,21
2309N,10942W,109
2449N,10724W,39
2402N,10440W,1872
2408N,10432W,1857
2312N,10625W,4
2310N,10616W,10
2338N,10338W,2359
2345N,09908W,355
2343N,09858W,238
2346N,09812W,21
2207N,10316W,1673
2247N,10234W,2612
2254N,10241W,2140
2209N,10059W,1903
2213N,09751W,26
2217N,09752W,24
2140N,10632W,5
2131N,10454W,922
2153N,10218W,1885
2101N,10115W,1999
2100N,10129W,1819
2151N,10000W,990
2120N,09840W,133
2102N,08652W,5
2118N,08949W,14
2102N,08653W,10
2041N,10515W,6
2045N,10328W,1625
2040N,10323W,1551
2031N,10319W,1528
2036N,10023W,1813
2008N,09844W,2417
2005N,09822W,2181
2057N,09724W,28
2058N,09219W,2
2013N,09158W,3
2059N,08939W,10
2042N,08813W,22
2032N,08656W,5
1909N,10434W,8
1903N,10420W,3
1924N,10202W,1593
1942N,10328W,1507
1916N,10335W,723
1959N,10219W,1562
1942N,10111W,1913
1951N,10102W,1833
1918N,09940W,2720
1921N,09934W,2576
1926N,09905W,2234
1926N,09906W,2238
1924N,09912W,2308
1919N,09814W,2248
1902N,09812W,2166
1932N,09655W,1389
1909N,09611W,29
1909N,09607W,35
1951N,09033W,5
1935N,08802W,13
1843N,11057W,35
1855N,09915W,1560
1851N,09706W,1259
1806N,09435W,40
1809N,09425W,34
1759N,09255W,10
1800N,09249W,13
1839N,09148W,2
1830N,08818W,12
1736N,10128W,6
1733N,09930W,1360
1748N,09741W,1602
1704N,09643W,1550
1658N,09644W,1528
1650N,09956W,28
1646N,09945W,5
1610N,09512W,6
1614N,09354W,44
1645N,09307W,528
1644N,09238W,2276
1615N,09208W,1530
1547N,09616W,143
1539N,09630W,21
1552N,09705W,88
1455N,09216W,113
1447N,09223W,29
1759N,10213W,12
3222N,06441W,3
2642N,07858W,4
2633N,07842W,11
2640N,07820W,2
2645N,07720W,15
2544N,07918W,3
2503N,07728W,7
2530N,07638W,16
2454N,07611W,3
2442N,07748W,2
2405N,07733W,4
2417N,07525W,3
2403N,07432W,5
2330N,07546W,3
2306N,07458W,9
2212N,07544W,13
2245N,07414W,29
2222N,07258W,3
2127N,07109W,10
2057N,07341W,4
2150N,08247W,23
2259N,08224W,59
2308N,08117W,3
2209N,08024W,39
2125N,07751W,122
2020N,07707W,60
2024N,07637W,64
2047N,07619W,106
1958N,07551W,69
2005N,07509W,8
2021N,07430W,9
2039N,07455W,5
2152N,08457W,8
2155N,08428W,4
2240N,08358W,24
2210N,08406W,28
2206N,08409W,30
2217N,08350W,30
2225N,08341W,37
2246N,08333W,47
2233N,08318W,44
2255N,08310W,3
2248N,08245W,42
2144N,08246W,32
2251N,08202W,55
2133N,08232W,10
2310N,08221W,50
2246N,08132W,30
2252N,08231W,50
2249N,08100W,19
2247N,08111W,25
2241N,08056W,35
2204N,08102W,5
2137N,08133W,2
2223N,08051W,27
2155N,08010W,1140
2147N,07959W,54
2249N,08005W,22
2231N,07827W,2
2155N,08001W,771
2155N,08010W,42
2137N,07851W,1
2147N,07847W,26
2209N,07845W,16
2231N,07927W,6
2156N,07927W,97
2131N,07814W,58
2043N,07800W,2
2132N,07715W,4
2124N,07751W,124
2057N,07657W,106
2112N,07637W,13
2020N,07708W,10
1951N,07714W,10
2040N,07654W,12
2056N,07632W,105
2017N,07615W,100
2003N,07549W,38
2104N,07537W,4
2002N,07538W,1226
1954N,07508W,23
2008N,07514W,55
2015N,07409W,10
1955N,07725W,900
1915N,08125W,6
1917N,08121W,3
1941N,07953W,2
1815N,07822W,10
1830N,07755W,3
1756N,07647W,9
1755N,07611W,2
1945N,07211W,3
1836N,07217W,15
1834N,07218W,29
1834N,07219W,38
1811N,07344W,2
1953N,07139W,2
1945N,07033W,15
1945N,07034W,5
1928N,07042W,183
1903N,06923W,10
1849N,07118W,435
1837N,06919W,2
1825N,06857W,8
1834N,06822W,12
1813N,07106W,26
1828N,06958W,58
1826N,06940W,18
1826N,06953W,14
1724N,08356W,11
1830N,06708W,72
1816N,06709W,9
1801N,06634W,9
1758N,06637W,3
1826N,06600W,19
1827N,06600W,3
1815N,06538W,12
1823N,06537W,22
1759N,06553W,22
1820N,06455W,2
1820N,06458W,67
1746N,06453W,21
1742N,06448W,17
1827N,06432W,4
1732N,08818W,5
1731N,08812W,1
1711N,08730W,1
1606N,08815W,1
1655N,08953W,115
1619N,08925W,500
1519N,09128W,1901
1529N,09019W,1316
1543N,08836W,1
1432N,09140W,239
1435N,09031S,1502
1435N,09031W,1489
1458N,08932W,490
1355N,09049W,2
1450N,09131W,2500
1334N,08950W,15
1359N,08934W,725
1342N,08907W,621
1326N,08903W,25
1327N,08807W,80
1320N,08753W,95
1317N,08740W,5
1628N,08555W,2
1619N,08632W,5
1544N,08652W,3
1543N,08729W,3
1510N,08707W,670
1527N,08756W,31
1513N,08348W,13
1454N,08556W,442
1447N,08847W,1079
1423N,08737W,626
1420N,08810W,1100
1403N,08713W,994
1318N,08711W,48
1403N,08322W,20
1125N,08550W,53
1305N,08559W,985
1206N,08522W,90
1226N,08654W,100
1238N,08708W,53
1209N,08610W,50
1200N,08346W,5
1009N,08527W,120
0958N,08450W,3
0959N,08447W,2
1000N,08413W,931
0957N,08409W,994
1000N,08303W,-4
0857N,08328W,15
1036N,08533W,93
0921N,07952W,8
0750N,08017W,21
0926N,08231W,6
0912N,08008W,2
0840N,07725W,1
0915N,07802W,2
0903N,07922W,11
0824N,08225W,26
0921N,08215W,3
0805N,08057W,88
0920N,07959W,52
0855N,07936W,16
0859N,07931W,13
0858N,07933W,9
0824N,07808W,10
0823N,08008W,31
0731N,07809W,9
1812N,06303W,31
1645N,06210W,12
1717N,06244W,9
1718N,06241W,48
1712N,06235W,17
1707N,06147W,22
1707N,06147W,14
1803N,06307W,9
1729N,06259W,39
1754N,06251W,52
1616N,06131W,8
1532N,06118W,14
1532N,06124W,5
1518N,06124W,72
1436N,06100W,4
1401N,06100W,2
1345N,06057W,3
1308N,06112W,13
1304N,05929W,56
1306N,05937W,50
1200N,06147W,7
1109N,06051W,8
1109N,06050W,6
1039N,06131W,2
1037N,06121W,15
1230N,07001W,33
1212N,06858W,67
1209N,06817W,7
1235N,08143W,-2
1322N,08121W,6
1108N,07414W,1
1027N,07531W,1
1054N,07446W,10
1132N,07256W,4
1026N,07315W,138
0807N,07644W,5
0849N,07551W,26
0904N,07359W,34
0748N,07642W,30
0700N,07443W,630
0701N,07348W,134
0706N,07312W,1189
0756N,07231W,317
0704N,07044W,128
0611N,07724W,24
0613N,07536W,1499
0611N,07526W,2137
0627N,07145W,350
0610N,06730W,55
0543N,07637W,33
0513N,07453W,467
0526N,07139W,217
0406N,07614W,955
0449N,07548W,1342
0430N,07543W,1219
0426N,07509W,928
0417N,07448W,293
0442N,07408W,2548
0410N,07337W,431
0433N,07055W,167
0355N,07705W,10
0353N,07704W,15
0333N,07623W,969
0235N,07754W,54
0228N,07636W,1730
0258N,07518W,443
0234N,07238W,155
0149N,07845W,6
0134N,07841W,5
0125N,07716W,1826
0152N,07603W,1320
0136N,07532W,244
0108N,07003W,207
0049N,07738W,2961
0030N,07630W,254
0012S,07446W,147
0410S,06957W,84
1542N,06338W,8
1125N,06941W,17
1147N,07009W,23
1148N,06611W,3
1034N,07144W,65
1004N,06919W,614
1017N,06845W,232
1030N,06800W,2
1015N,06739W,437
1018N,06649W,654
1036N,06659W,48
1030N,06653W,835
1008N,06647W,175
1007N,06441W,7
1027N,06411W,4
1028N,06606W,4
1055N,06358W,19
1055N,06359W,23
1040N,06316W,10
1035N,06219W,14
1011N,06733W,442
0949N,07056W,28
0921N,07037W,575
0933N,06914W,225
0901N,06944W,163
0955N,06720W,429
0925N,06655W,161
0913N,06601W,125
0945N,06311W,66
0838N,07139W,103
0836N,07111W,1498
0837N,07013W,204
0838N,07140W,100
0857N,06409W,262
0856N,06725W,101
0809N,06333W,48
0815N,07216W,98
0818N,06244W,144
0751N,07227W,378
0714N,07048W,131
0754N,06725W,48
0718N,06127W,181
0536N,06730W,74
0436N,06107W,907
0748N,07212W,1000
1010N,06756W,431
0735N,07204W,327
1031N,07139W,26
0859N,07157W,10
0901N,06237W,30
1018N,06814W,1000
0648N,05809W,2
0630N,05815W,30
0615N,05731W,1
0812N,05947W,50
0549N,05511W,7
0557N,05702W,2
0421N,05425W,52
0527N,05512W,15
0527N,05511W,16
0347N,05609W,323
0202N,05607W,265
0530N,05402W,9
0512N,05245W,8
0450N,05222W,9
0353N,05148W,7
0338N,05402W,106
0330N,06010W,700
0350N,05150W,39
0250N,06042W,140
0249N,06039W,90
0229N,05559W,326
0204N,05051W,10
0150N,06108W,95
0037N,06912W,120
0046N,05006W,4
0002N,05103W,15
0003N,05104W,17
0010S,06958W,115
0008S,06705W,90
0302S,06003W,2
0059S,06256W,40
0040S,04833W,11
0037S,04723W,14
0105S,04654W,36
0155S,05533W,37
0200S,05404W,146
0144S,05214W,17
0140S,05029W,15
0127S,04828W,5
0123S,04829W,16
0143S,04524W,44
0232S,06610W,55
0238S,05644W,30
0226S,05443W,72
0238S,05457W,176
0215S,04930W,24
0216S,04337W,8
0232S,04417W,51
0236S,04414W,53
0255S,04136W,22
0255S,04145W,5
0253S,04008W,17
0322S,06441W,47
0350S,06205W,49
0308S,06001W,72
0309S,05959W,84
0308S,05826W,48
0312S,05212W,74
0343S,04944W,40
0343S,04943W,40
0342S,04534W,46
0342S,04021W,83
0344S,03833W,19
0347S,03832W,25
0351S,03225W,56
0423S,07002W,65
0340S,06940W,85
0457S,06654W,66
0405S,06305W,46
0415S,05600W,34
0416S,05558W,45
0415S,04449W,26
0451S,04320W,103
0416S,04147W,161
0417S,03900W,870
0447S,03746W,12
0549S,06118W,49
0521S,04909W,102
0532S,04727W,131
0532S,04728W,131
0532S,04730W,123
0549S,04628W,163
0530S,04516W,174
0505S,04249W,90
0503S,04249W,69
0510S,04040W,299
0512S,03918W,211
0507S,03822W,44
0539S,03748W,65
0512S,03722W,23
0507S,03638W,6
0510S,03529W,14
0539S,03525W,61
0546S,03512W,45
0555S,03515W,52
0640S,06952W,188
0616S,05744W,98
0712S,04812W,229
0638S,05158W,150
0646S,04301W,138
0600S,04025W,399
0607S,05000W,621
0622S,03918W,217
0645S,03813W,233
0607S,03649W,324
0626S,03635W,226
0738S,07240W,170
0715S,06450W,60
0731S,06300W,50
0721S,05731W,140
0754S,04003W,459
0703S,04204W,251
0719S,04728W,183
0720S,04728W,212
0714S,04433W,187
0700S,04323W,583
0705S,04107W,223
0719S,03918W,409
0751S,03808W,1020
0701S,03716W,249
0753S,03704W,599
0713S,03553W,560
0716S,03553W,500
0718S,03526W,418
0706S,03452W,7
0810S,07046W,190
0846S,06355W,88
0846S,06305W,60
0815S,04912W,160
0858S,04811W,187
0821S,04215W,236
0808S,04109W,375
0831S,03920W,341
0853S,03631W,822
0817S,03558W,529
0804S,03451W,19
0803S,03455W,7
0958S,06748W,136
1000S,06748W,143
0955S,05816W,250
0952S,05606W,288
0920S,05457W,536
0906S,04407W,331
0917S,04320W,524
0938S,04206W,400
0923S,04029W,370
0921S,04033W,375
0924S,03813W,252
0910S,03732W,605
0927S,03715W,19
0927S,03642W,275
0931S,03547W,115
0940S,03542W,89
2140S,04550W,905
2348S,04524W,5
2227S,04317W,350
2331S,04707W,750
1042S,04824W,290
1031S,04843W,239
1101S,04431W,450
1028S,04011W,55
1059S,03704W,9
1055S,03703W,6
1012S,03652W,19
2259S,04322W,3
1134S,05040W,197
1105S,04310W,403
1118S,04152W,747
1133S,04109W,1005
1111S,04028W,484
1138S,03858W,359
1105S,02831W,145
1107S,03749W,208
1244S,06008W,652
1015S,05455W,285
1200S,05324W,300
1212S,03854W,234
1201S,04832W,250
1301S,03831W,51
1233S,04747W,275
1216S,04626W,597
1209S,04500W,440
1234S,04123W,427
1233S,04026W,249
1254S,03820W,6
1217S,03835W,130
1212S,05630W,368
1320S,05230W,430
1320S,04438W,589
1316S,04325W,458
1316S,04326W,440
1349S,04118W,533
1322S,03957W,755
1415S,05915W,690
1424S,05627W,286
1442S,05221W,315
1406S,04622W,950
1456S,04615W,840
1403S,04237W,882
1457S,04053W,905
1448S,03904W,60
1448S,03901W,5
1542S,05418W,354
1552S,05223W,350
1533S,05607W,179
1539S,05606W,182
1547S,05604W,140
1538S,05354W,555
1554S,05214W,345
1555S,05008W,495
1603S,04803W,700
1551S,04858W,730
1547S,04756W,1158
1552S,04756W,1061
1532S,04720W,912
1537S,04625W,600
1536S,04654W,519
1526S,04422W,487
1509S,04253W,605
1503S,04401W,452
1600S,04117W,649
1547S,04318W,516
1540S,03856W,5
1603S,05741W,118
1418S,04347W,556
1627S,05434W,94
1614S,04858W,1137
1641S,04917W,729
1638S,04913W,747
1643S,04352W,646
1611S,04217W,472
1651S,04159W,284
1755S,05055W,727
1713S,04653W,712
1742S,04610W,760
1721S,04457W,521
1751S,04251W,1097
1751S,04130W,338
1738S,03915W,4
1744S,03915W,3
1758S,03842W,38
1830S,05446W,286
1859S,05639W,89
1841S,04934W,621
1743S,04810W,752
1853S,04814W,943
1810S,04758W,857
1836S,04631W,896
1846S,04426W,616
1814S,04336W,1297
1851S,04156W,277
1842S,03951W,25
1900S,05739W,154
1900S,05740W,142
1942S,05111W,331
1937S,04334W,827
1913S,04500W,691
2002S,04856W,543
1947S,04758W,807
1945S,04755W,743
1934S,04656W,1004
2001S,04559W,662
1951S,04357W,785
1929S,04415W,732
1950S,04356W,917
1940S,04354W,837
1902S,04326W,675
1948S,04209W,609
1929S,04104W,83
1924S,04004W,28
2028S,05441W,527
2028S,05440W,556
2027S,05253W,365
2048S,05134W,356
2047S,05138W,328
2025S,04959W,503
2038S,04834W,0
2033S,04726W,1026
2042S,04620W,735
2041S,04449W,966
2031S,04152W,843
2045S,04251W,689
2051S,04106W,77
2019S,04020W,36
2016S,04017W,4
2030S,02919W,5
2143S,05753W,98
2214S,05449W,454
2303S,04336W,9
2253S,04302W,2
2129S,04733W,617
2159S,04720W,598
2140S,04945W,426
2108S,04858W,536
2108S,04747W,549
2151S,04634W,1260
2140S,04555W,873
2114S,04500W,933
2108S,04416W,991
2115S,04346W,1171
2146S,04321W,939
2112S,04153W,123
2145S,04120W,11
2221S,04146W,2
2203S,04103W,4
2232S,05544W,650
2233S,05542W,660
2219S,05356W,369
2247S,04512W,533
2244S,04535W,1593
2207S,05123W,435
2202S,04222W,485
2259S,04202W,7
2300S,04708W,661
2219S,04904W,590
2201S,04753W,856
2254S,04705W,669
2217S,04633W,925
2206S,04501W,900
2229S,04428W,439
2256S,04343W,3
2224S,04340W,437
2255S,04310W,5
2304S,04309W,75
2249S,04315W,6
2252S,04322W,34
2254S,04310W,3
2249S,04206W,11
2323S,05111W,566
2325S,05157W,542
2320S,05108W,570
2309S,04958W,470
2306S,04855W,793
2357S,04853W,647
2405S,05415W,271
2326S,04628W,750
2331S,04638W,722
2337S,04639W,803
2330S,04637W,792
2356S,04620W,16
2403S,05222W,617
2301S,04534W,577
2306S,04503W,8
2403S,04616W,101
2301S,04419W,2
2314S,04552W,646
2424S,05050W,808
2447S,05000W,1009
2415S,04942W,923
2356S,04618W,3
2443S,04733W,3
2531S,05435W,243
2444S,05344W,550
2520S,05415W,290
2528S,05038W,854
2506S,05010W,868
2531S,04910W,908
2526S,04916W,923
2531S,04831W,4
2329S,04728W,632
2329S,04727W,631
2629S,05159W,1090
2614S,05104W,778
2606S,04948W,824
2654S,04913W,86
2615S,04839W,72
2711S,05314W,258
2707S,05237W,679
2724S,05112W,947
2749S,05020W,937
2718S,04821W,20
2735S,04834W,2
2740S,04833W,5
2824S,05501W,244
2838S,05337W,464
2815S,05224W,684
2813S,05132W,806
2833S,05056W,955
2840S,05026W,1048
2818S,04956W,1399
2829S,04848W,31
2836S,04849W,45
2945S,05705W,62
2947S,05702W,74
2941S,05531W,121
2942S,05342W,114
2943S,05342W,85
2910S,05112W,759
2920S,04943W,30
2956S,05108W,9
3053S,05532W,231
3032S,05231W,428
3001S,05113W,47
3115S,05054W,5
3000S,05111W,3
3120S,05406W,242
3121S,05407W,180
3152S,05221W,13
3201S,05205W,201
3331S,05321W,37
3345S,05322W,13
0053S,05236W,200
0027S,09016W,16
0054S,08936W,6
0042S,08007W,69
0058N,07938W,8
0049N,07742W,2940
0117N,07851W,40
0021N,07808W,2228
0005S,07818W,2743
0005N,07652W,299
0009S,07829W,2812
0024S,07636W,221
0027S,07657W,220
0035S,08024W,3
0102S,08028W,44
0057S,08041W,14
0055S,07837W,2785
0216S,07941W,17
0047S,07531W,220
0102S,08026W,44
0102S,08027W,44
0112S,07834W,2520
0115S,07837W,2680
0130S,07803W,1043
0138S,07840W,2796
0212S,08059W,8
0209S,07953W,9
0253S,07859W,2531
0315S,07958W,10
0400S,07922W,1238
0422S,07956W,430
0333S,08024W,27
0340S,08040W,49
0345S,07315W,126
0434S,08115W,90
0511S,08036W,55
0554S,07605W,184
0602S,07658W,833
0603S,07709W,792
0613S,07750W,2435
0647S,07950W,34
0627S,07623W,282
0708S,07828W,2622
0713S,07643W,363
0806S,07902W,30
0808S,07810W,3130
0825S,07436W,149
0910S,07831W,11
0908S,07557W,665
0921S,07736W,2760
0954S,07545W,1860
1041S,07615W,4334
1040S,07750W,46
1044S,07347W,451
1147S,07528W,3322
1200S,07707W,13
1210S,07700W,76
1204S,07514W,3350
1238S,06912W,266
1308S,07413W,2749
1316S,07040W,634
1317S,07519W,3601
1333S,07159W,3249
1343S,07321W,3444
1345S,07617W,7
1523S,07510W,60
1529S,07009W,3827
1546S,07322W,1833
1619S,07133W,2520
1702S,07201W,13
1711S,07056W,1366
1742S,07121W,9
1742S,07123W,50
1804S,07018W,458
1049S,06521W,130
1105S,06852W,252
1101S,06607W,135
1304S,06440W,140
1307S,06347W,142
1320S,06409W,141
1343S,06535W,144
1418S,06722W,280
1429S,06729W,202
1444S,06825W,1415
1452S,06645W,194
1458S,06538W,241
1451S,06457W,157
1543S,06306W,247
1616S,06228W,520
1615S,06206W,497
1631S,06811W,4014
1622S,06057W,413
1727S,06606W,2531
1735S,06927W,4057
1803S,06704W,3702
1739S,06308W,373
1748S,06310W,414
1750S,06045W,284
1819S,05945W,284
1901S,06516W,2903
1900S,05744W,135
1932S,06543W,3934
2003S,06334W,792
2116S,06330W,400
2132S,06443W,1858
2201S,06342W,617
1820S,07020W,59
2032S,07011W,52
2230S,06854W,2312
2326S,07026W,120
2619S,07037W,30
2704S,07048W,55
2709S,10925W,47
2718S,07025W,291
2836S,07046W,538
2955S,07112W,146
3247S,07131W,8
3303S,07125W,123
3323S,07047W,476
3329S,07042W,511
3327S,07033W,649
3334S,07041W,573
3340S,07859W,31
3339S,07137W,75
3410S,07046W,441
3458S,07114W,242
3634S,07202W,148
3646S,07303W,16
3724S,07225W,114
3845S,07238W,120
3937S,07304W,14
4036S,07303W,65
4125S,07305W,86
4154S,07348W,114
4205S,07152W,366
4229S,07346W,44
4256S,07242W,4
4307S,07338W,3
4311S,07150W,318
4338S,07148W,277
4524S,07240W,11
4535S,07202W,311
4555S,07141W,524
4633S,07142W,325
4714S,07233W,167
5142S,07232W,70
5224S,07506W,52
5300S,07051W,37
5315S,07020W,30
5636S,06843W,42
1932S,05922W,150
2043S,06155W,315
2013S,05810W,96
2120S,06130W,190
2242S,06130W,220
2201S,06036W,181
2222S,06003W,139
2217S,05752W,87
2235S,05539W,662
2325S,05718W,74
2406S,05710W,64
2439S,05626W,168
2403S,05419W,300
2522S,05733W,120
2516S,05738W,101
2545S,05626W,161
2531S,05447W,200
2532S,05436W,196
2651S,05819W,56
2640S,05709W,126
2611S,05621W,150
2656S,05512W,150
2713S,05816W,90
2719S,05550W,91
3016S,05735W,54
3023S,05630W,123
3058S,05529W,205
3123S,05757W,34
3142S,05559W,134
3220S,05802W,61
3222S,05411W,100
3241S,05738W,81
3248S,05631W,75
3315S,05804W,22
3313S,05423W,46
3321S,05630W,93
3403S,05608W,97
3427S,05750W,23
3429S,05418W,18
3447S,05615W,54
3450S,05600W,32
3452S,05506W,30
3451S,05612W,16
3455S,05455W,15
2206S,06536W,3462
2309S,06419W,357
2239S,06349W,450
2423S,06505W,1167
2451S,06529W,1216
2410S,06254W,205
2545S,06252W,220
2442S,06035W,130
2544S,05428W,270
2651S,06506W,450
2746S,06418W,199
2734S,06044W,75
2649S,06027W,92
2727S,05903W,52
2612S,05814W,60
2727S,05846W,62
2745S,05738W,74
2735S,05641W,71
2722S,05558W,125
2729S,05508W,343
2804S,06734W,1201
2914S,06726W,945
2913S,06726W,950
2923S,06649W,429
2836S,06546W,454
2954S,06341W,341
2953S,06157W,88
2911S,05940W,53
2906S,05913W,38
2913S,05805W,107
2946S,05758W,73
2941S,05709W,70
3015S,06845W,1165
3134S,06825W,598
3022S,06617W,461
3022S,06618W,457
3120S,06636W,658
3157S,06508W,569
3100S,06433W,1138
3119S,06413W,474
3140S,06353W,338
3142S,06049W,18
3147S,06029W,78
3151S,05905W,43
3005S,05846W,68
3015S,05739W,54
3118S,05801W,38
3236S,06920W,1844
3346S,06902W,940
3305S,06825W,653
3250S,06847W,704
3316S,06621W,702
3344S,06523W,486
3307S,06414W,421
3242S,06209W,114
3255S,06047W,25
3300S,05837W,21
3530S,06935W,1425
3435S,06824W,748
3542S,06345W,145
3408S,06322W,137
3552S,06154W,86
3433S,06057W,81
3527S,06053W,76
3604S,05906W,38
3429S,05837W,4
3433S,05844W,26
3436S,05836W,12
3434S,05847W,28
3441S,05839W,30
3449S,05832W,20
3411S,05816W,36
3434S,05825W,6
3435S,05829W,25
3458S,05754W,19
3522S,05717W,22
3510S,05615W,11
3613S,06526W,312
3722S,06435W,219
3634S,06416W,191
3726S,06153W,233
3615S,06106W,93
3615S,06106W,93
3645S,05950W,132
3653S,06013W,166
3714S,05915W,175
3621S,05744W,9
3743S,05947W,207
3653S,05640W,9
3633S,05641W,4
3714S,05702W,7
3736S,06223W,304
3820S,06015W,115
3744S,05725W,8
3756S,05735W,21
3857S,06808W,271
3901S,06405W,79
3923S,06201W,7
3844S,06210W,74
3844S,06210W,83
3829S,05850W,32
4005S,07108W,779
4115S,07137W,1955
4109S,07110W,840
4115S,06844W,888
4044S,06457W,7
4051S,06301W,7
4158S,07131W,337
4258S,07109W,794
4202S,07110W,720
4403S,07026W,720
4349S,06853W,460
4312S,06516W,43
4631S,07101W,429
4542S,07015W,545
4501S,07049W,697
4547S,06730W,46
4847S,07010W,356
4744S,06555W,80
5020S,07218W,220
4919S,06747W,62
5001S,06834W,111
5136S,07213W,273
5137S,06917W,19
5220S,06821W,24
5348S,06745W,22
5434S,06717W,109
5448S,06819W,14
5121S,06041W,26
5154S,06054W,7
5157S,06003W,21
5149S,05827W,73
5141S,05746W,23
5416S,03630W,10
5416S,03630W,3
6324S,05659W,13
6045S,04443W,6
5617S,02735W,113
5927S,02719W,27
7018S,00221W,62
7040S,00815W,40
9000S,00000W,2830
7530S,02639W,30
7731S,02344W,1545
7752S,03437W,251
6043S,04536W,6
7734S,04013W,35
7754S,04559W,243
6212S,05856W,16
6210S,05828W,2
6214S,05838W,4
6210S,05850W,10
6414S,05643W,198
6211S,05859W,10
6230S,05941W,5
6213S,05858W,10
6319S,05754W,10
6409S,06057W,50
6446S,06405W,8
6734S,06808W,16
6515S,06416W,11
6240S,06023W,10
7120S,06821W,55
6808S,06708W,4
7555S,08355W,914
8900S,00018W,2755
8001S,11932W,1515
7848S,17440W,15
8957S,00001W,2835
6213S,05845W,11
6410S,06132W,17
6658S,06033W,17
7126S,06856W,780
7213S,06020W,91
7501S,06232W,25
6447S,06304W,8
7555S,08355W,1054
8000S,12000W,1530
7312S,12703W,30
6722S,17958W,30
7821S,17322W,18
8235S,17416W,55
7200S,00232E,1290
7046S,01150E,102
7046S,01145E,120
7132S,02408E,931
6900S,03935E,21
6740S,04551E,40
6736S,06252E,16
7014S,06551E,1100
6834S,07757E,13
6922S,07622E,18
6924S,07624E,64
6633S,09301E,30
7827S,10652E,3420
6617S,11031E,41
6640S,14001E,43
6649S,14123E,39
6930S,15923E,300
6617S,16220E,30
7303S,16936E,201
7442S,16406E,80
7732S,16140E,15
7751S,16640E,34
7751S,16645E,95
7643S,16258E,201
7757S,16631E,20
7752S,16658E,8
8130S,00344E,2410
7350S,05540E,2775
6839S,06033E,1850
7833S,16642E,920
7830S,16821E,50
8900S,09008E,2935
6829S,10210E,2118
7408S,10950E,3070
6617S,11048E,390
6643S,11256E,1362
7136S,11115E,2740
6601S,11105E,10
7430S,12300E,3280
6642S,13948E,240
6723S,13843E,1560
7001S,13443E,2500
