Latitude,Longitude,Elevation,Koppen 
6.15,-10.21,18,Am
-5.33,12.11,20,Aw
-5.52,13.26,300,Aw
-6.16,14.15,567,Aw
-6.02,15.07,920,Aw
-7.14,12.52,17,BSh
-7.35,15.0,831,Aw
-8.51,13.14,70,BSh
-9.17,14.55,795,Aw
-9.33,16.22,1142,Aw
-9.39,20.24,1080,Aw
-10.42,13.45,5,BSh
-11.12,13.51,10,BSh
-11.25,15.07,1304,Aw
-11.47,19.55,1357,Aw
-12.22,13.32,3,BWh
-12.35,13.25,4,BWh
-12.48,15.45,1701,Cwb
-12.23,16.57,1699,Cwb
-14.39,17.41,1343,Cwa
-16.36,11.43,1,BWh
-11.42,43.14,6,Af
-11.32,43.16,29,Af
-12.07,44.26,12,Af
-12.48,45.17,7,Af
-12.21,49.18,105,Aw
-13.19,48.19,9,Am
-13.22,50.0,5,Am
-14.38,47.46,57,Aw
-14.53,47.59,23,Aw
-14.39,49.37,474,Cwb
-14.17,50.1,5,Am
-14.53,50.15,88,Cfa
-15.4,46.21,18,Aw
-16.45,44.29,36,Aw
-16.57,46.5,79,Aw
-17.05,49.49,3,Af
-18.03,44.02,23,Aw
-18.48,47.29,1276,Cwb
-18.07,49.24,6,Af
-19.49,47.04,1532,Cwb
-19.5,48.48,5,Cfa
-20.17,44.19,8,Aw
-21.45,43.22,4,BSh
-21.27,47.06,1109,Cfb
-21.12,48.22,6,Af
-22.33,45.24,824,Aw
-22.48,47.5,6,Cfa
-23.23,43.44,8,BSh
-25.33,45.32,22,BSh
-25.02,46.57,9,Cfb
-11.21,40.22,29,Aw
-12.58,40.3,50,Aw
-13.17,35.15,1365,Cwb
-13.44,37.33,838,Aw
-13.08,39.02,535,Aw
-14.55,33.37,1262,Aw
-14.13,34.21,1311,Cwb
-14.49,36.32,607,Aw
-15.06,39.17,441,Aw
-15.02,40.4,11,Aw
-15.36,32.46,882,Aw
-16.11,33.35,150,BSh
-16.06,33.38,160,BSh
-16.13,39.54,62,Aw
-17.22,35.02,89,BSh
-17.5,35.2,45,BSh
-17.53,36.53,16,Aw
-19.07,33.28,732,Cwa
-19.48,34.54,16,Aw
-22.0,35.19,21,Aw
-23.52,35.23,15,Aw
-25.03,33.38,5,Aw
-25.55,32.34,44,BSh
-26.17,32.11,104,Cfa
-9.48,29.05,1324,Aw
-8.51,31.2,1673,Aw
-9.42,33.16,1278,Cwb
-9.57,33.53,529,Aw
-10.58,33.44,1100,Cwa
-11.45,24.26,1363,Cwa
-11.06,28.51,1259,Cwa
-11.21,29.32,1171,Cwa
-10.13,31.08,1384,Cwa
-10.06,31.15,1536,Cwa
-11.54,31.26,1402,Cwa
-10.07,32.38,1360,Cwa
-11.53,33.37,1351,Cwa
-11.27,34.01,1253,Aw
-11.36,34.18,500,Aw
-13.32,23.07,1078,Cwa
-13.32,25.51,1234,Cwa
-13.36,24.12,1075,Cwa
-12.1,26.22,1386,Cwa
-13.0,28.39,1270,Cwa
-12.36,28.07,1243,Cwa
-13.14,30.13,1384,Cwb
-13.38,29.53,1237,Cwa
-13.33,32.35,1032,Aw
-12.17,33.12,1143,Cwa
-13.01,33.28,1015,Cwa
-13.59,33.38,1149,Cwa
-13.47,33.46,1229,Cwa
-13.59,33.47,1067,Cwa
-12.55,34.16,500,Aw
-13.45,34.35,513,Aw
-13.16,31.56,570,Aw
-15.15,23.09,1053,Aw
-14.48,24.48,1213,Cwa
-15.04,27.11,1218,Cwa
-15.46,27.55,978,Cwa
-14.24,28.3,1165,Cwa
-14.27,28.28,1207,Cwa
-15.19,28.27,1154,Cwa
-15.25,28.19,1280,Cwa
-15.33,28.15,1213,Cwa
-14.15,31.17,1036,Aw
-15.47,35.02,1141,Aw
-14.19,34.16,1632,Cwb
-14.05,34.55,474,Aw
-15.31,35.13,1028,Aw
-15.41,34.58,767,Aw
-14.26,35.15,485,Aw
-14.45,35.4,717,Aw
-16.05,35.35,653,Aw
-16.06,23.16,1027,Cwa
-17.28,24.18,951,BSh
-17.49,25.49,986,BSh
-16.0,27.36,1018,Cwa
-16.5,27.04,1278,Cwa
-17.37,27.2,617,Cwa
-16.31,28.53,518,BSh
-16.5,29.37,1344,Cwa
-15.38,30.25,329,BSh
-17.22,30.12,1140,Cwa
-16.39,30.42,1180,Aw
-17.5,31.01,1472,Cwa
-17.55,31.08,1503,Cwb
-16.47,31.35,966,BSh
-17.25,32.13,1244,BSh
-17.35,30.58,1290,Cwb
-17.02,30.51,1480,Cwb
-15.55,35.04,1146,Cwa
-16.09,35.13,820,Aw
-16.3,34.57,102,Aw
-16.31,35.09,58,Aw
-18.06,25.51,1062,Cwa
-18.38,27.0,1077,BSh
-18.13,28.56,1282,Cwa
-18.56,29.5,1215,Cwa
-19.27,29.51,1429,Cwb
-18.19,29.53,1157,Cwa
-19.02,30.53,1459,Cwb
-19.19,31.26,1190,Cwa
-18.11,31.28,1632,Cwb
-18.32,32.08,1430,Cwb
-18.59,32.27,1019,Cwb
-18.17,32.45,1880,Cwb
-19.19,30.36,1260,Cwb
-18.43,32.51,1270,Cwb
-19.53,32.53,1480,Cwb
-18.37,31.34,1380,Cwb
-20.29,27.48,1390,BSh
-20.55,28.27,1020,BSh
-20.23,28.3,1350,BSh
-20.09,28.37,1344,BSh
-20.01,28.37,1326,BSh
-21.23,28.59,770,BSh
-21.03,29.22,861,BSh
-20.19,30.04,980,BSh
-20.04,30.52,1095,BSh
-21.01,31.35,430,BSh
-20.2,31.28,770,Cwa
-20.12,32.37,1132,BSh
-22.13,30.0,457,BWh
-17.38,24.11,985,BSh
-17.56,15.59,1100,BSh
-19.11,15.55,1100,BSh
-19.16,17.44,1327,BSh
-19.36,18.07,1400,BSh
-19.2,12.43,0,BWk
-17.55,19.46,1100,BSh
-21.42,21.39,1100,BSh
-18.22,21.51,1000,BSh
-17.49,25.09,1000,BSh
-19.59,23.25,900,BSh
-20.28,25.59,904,BSh
-21.25,25.36,985,BWh
-21.16,25.19,945,BWh
-21.13,27.3,1000,BSh
-22.03,27.5,892,BSh
-19.56,16.23,1341,BSh
-22.53,14.26,0,BWk
-22.59,14.39,88,BWk
-23.34,15.03,400,BWk
-22.34,17.06,1725,BSh
-22.29,17.28,1700,BSh
-22.28,18.58,1449,BSh
-23.05,26.48,1006,BSh
-23.41,27.41,800,BSh
-23.09,28.13,948,BSh
-23.52,29.27,1222,BSk
-27.39,23.0,1173,BSh
-23.54,29.28,1327,BSk
-23.09,29.34,900,BSh
-22.16,29.54,500,BWh
-23.03,29.52,922,Cwa
-23.05,30.17,700,Cwa
-25.06,30.28,1425,Cwb
-23.49,30.2,583,Cwa
-23.56,31.09,400,BSh
-22.58,30.3,600,Cwa
-24.32,17.56,1100,BWh
-24.01,21.53,1100,BWh
-24.36,24.4,1200,BSh
-24.13,25.55,1005,BSh
-25.47,25.32,1277,BSh
-25.53,25.39,1400,BSh
-24.4,25.55,1000,BSh
-25.2,27.1,1000,BSh
-25.43,27.18,1160,BSh
-25.44,28.11,1322,BSh
-25.55,28.13,1500,Cwb
-25.55,28.58,1700,Cwb
-25.56,27.56,1377,Cwa
-25.5,28.13,1500,BSh
-25.39,28.13,1248,BSh
-24.54,28.2,1132,BSk
-25.11,29.2,1000,BSh
-24.11,29.01,1118,Cwb
-25.26,30.59,674,Cwb
-24.22,31.02,500,BSh
-24.32,31.02,620,BSh
-24.59,31.36,0,Cwa
-25.26,31.56,152,BSh
-25.44,31.0,800,Cwb
-26.38,15.06,0,BWk
-26.41,15.15,130,BWk
-26.32,18.07,1061,BWh
-25.49,28.1,1457,BSh
-26.28,20.37,881,BWh
-26.33,28.02,1500,Cwb
-26.03,22.27,1000,BWh
-26.53,22.03,900,BWh
-26.11,26.11,1486,BSk
-27.28,23.26,1318,BSh
-26.57,24.38,1200,BSk
-26.49,26.01,1500,BSk
-27.59,26.08,1254,BSk
-28.0,26.4,1341,BSk
-26.15,28.0,1668,Cwb
-26.21,28.28,1620,Cwb
-26.3,29.59,1737,Cwb
-26.44,27.04,1350,Cwb
-26.4,27.06,1400,Cwb
-27.4,27.15,1350,Cwa
-27.16,28.3,1500,Cwb
-26.01,29.36,1576,Cwb
-26.08,28.14,1700,Cwb
-26.14,28.18,1615,Cwb
-30.51,30.21,151,Cfb
-26.27,29.29,1639,Cwb
-26.31,28.22,1560,Cwb
-26.56,29.14,1554,Cwb
-27.44,29.55,1235,Cfb
-27.47,29.59,1251,Cfb
-27.47,30.48,1158,Cfb
-26.04,30.07,1700,Cwb
-27.02,30.48,1238,Cfb
-26.32,31.18,641,Cwb
-27.33,32.41,0,BSh
-27.24,32.11,0,BSh
-28.34,16.32,21,BWk
-29.14,16.52,4,BWk
-28.07,29.58,1500,Cwb
-29.08,19.23,986,BWh
-28.22,23.27,1494,BSk
-28.24,21.16,836,BWh
-28.48,24.46,1192,BSh
-28.5,27.55,1620,Cwb
-29.06,26.18,1348,BSk
-29.16,29.08,2195,Cwc
-29.27,27.33,1631,Cwb
-29.27,27.34,1628,Cwb
-28.15,28.2,1682,Cwb
-28.1,28.18,1600,Cwb
-28.11,30.13,1286,Cwb
-28.05,26.52,1337,BSk
-28.53,31.27,487,Cfb
-28.34,29.46,1100,Cwb
-29.0,29.53,1146,Cwa
-28.23,31.05,1300,Cfb
-28.3,32.24,107,Aw
-29.39,30.24,739,Cwb
-29.25,30.27,750,Cwb
-29.38,17.04,80,BWk
-28.48,32.06,0,Aw
-29.4,17.52,990,BWk
-30.21,21.49,961,BWh
-29.4,22.45,946,BWh
-29.04,23.45,1000,BSh
-30.39,24.01,1247,BSk
-30.4,28.0,1287,Cfb
-29.46,25.19,1372,BSk
-29.47,25.26,1400,BSk
-30.43,26.43,1351,BSk
-29.44,27.02,1438,Cwb
-30.58,26.19,1437,BSk
-30.59,28.23,1328,Cfb
-30.21,28.48,1500,Cfb
-29.48,29.21,1613,Cwc
-30.32,29.29,1300,Cwb
-29.32,30.17,1100,Cwb
-30.44,30.27,17,Cfb
-29.06,30.36,1100,Cwb
-29.46,31.04,6,Cfa
-29.58,30.57,8,Cfb
-31.18,27.51,1533,Cfb
-31.4,18.3,34,BWh
-31.36,18.45,147,BWh
-31.28,19.46,1000,BSh
-31.55,21.31,1267,BWk
-31.24,23.07,1256,BSk
-31.29,25.02,1300,BSk
-31.54,26.52,1086,BSk
-31.32,28.4,752,Cfb
-31.38,29.33,47,Cfb
-32.11,18.53,150,BSk
-32.5,17.51,60,BSk
-32.46,25.45,900,BSk
-32.58,18.1,0,BSk
-33.5,19.54,159,Csb
-32.23,20.4,1458,BSk
-32.21,22.35,842,BWk
-32.15,24.32,754,BSk
-32.56,24.4,424,BSk
-32.44,25.35,722,BSk
-32.1,25.37,900,BSk
-32.5,27.27,500,Cfb
-32.54,27.17,594,Cfb
-32.31,27.28,900,Cfb
-33.59,18.36,42,Csb
-33.21,20.03,782,BSk
-33.13,22.02,900,BWk
-33.34,22.13,359,BWk
-33.54,18.3,16,Csb
-34.0,22.23,193,BSk
-33.17,23.3,844,BSk
-33.17,26.3,651,Cfb
-33.59,25.36,60,Cfb
-33.02,27.5,125,Cfb
-37.03,-12.19,23,BWk
-40.21,-9.53,54,BWk
-34.21,18.3,226,Csb
-34.5,20.01,8,Cfb
-34.32,20.02,50,Cfb
-34.05,21.15,138,BSk
-34.36,20.17,75,Cfb
-34.11,22.09,59,BSk
-34.01,24.47,40,Cfb
-34.12,24.5,7,Cfb
-30.18,27.07,1300,Cfb
-54.24,3.18,28,EF
-46.53,37.52,22,Cfa
36.0,-121.14,310,Csb
40.12,-111.13,1400,Dfc
36.41,-121.46,41,Csb
35.45,-120.42,220,Csb
30.31,-86.18,61,Cfa
34.39,-98.41,421,Cfa
33.4,-117.44,117,BSk
34.18,-116.1,626,BWh
33.42,-117.5,17,BSk
36.32,-115.34,972,BWh
32.26,-99.51,545,Cfa
48.21,-122.39,14,Csb
47.13,-124.12,18,Cfb
45.39,-84.28,176,Dfb
44.42,-83.16,184,Dfb
26.04,-97.1,5,Cfa
27.49,-97.05,2,Cfa
28.26,-96.26,3,Cfa
48.59,-122.44,21,Csb
45.4,-121.32,192,Csb
35.1,-94.12,143,Cfa
34.41,-77.03,7,Cfa
39.25,-118.43,1199,BWk
44.03,-75.45,203,Dfb
58.41,-156.38,15,Dfc
62.07,-136.11,539,Dfc
59.47,-136.35,884,Dsc
59.35,-133.4,716,Dsc
35.05,-117.35,750,BWk
32.53,-116.25,1500,Csa
35.24,-120.21,225,Csb
33.59,-111.48,1584,BSh
33.45,-118.2,30,BSk
44.34,-111.27,2000,Dfb
44.27,-116.08,1450,Dsb
40.24,-116.52,1350,BSk
36.19,-115.34,800,BWh
35.04,-106.52,1515,BSk
35.14,-104.12,1325,BSk
32.59,-108.58,1750,BSk
42.04,-121.59,1750,Csb
44.55,-123.34,90,Csb
35.15,-101.39,1100,BSk
31.41,-106.12,1225,BWk
37.36,-112.52,3260,BSk
41.02,-111.5,2450,Dsa
47.34,-122.25,120,Csb
47.34,-117.05,620,Csb
44.49,-107.54,1325,BSk
41.26,-109.07,2100,BSk
36.04,-108.51,2000,BSk
32.39,-114.37,65,BWh
66.37,-160.0,8,Dfc
71.18,-156.47,4,ET
71.19,-155.13,0,ET
70.37,-159.51,27,ET
70.3,-149.53,5,ET
70.19,-149.35,20,ET
68.29,-149.29,814,ET
70.15,-148.2,14,ET
70.12,-148.28,17,ET
70.3,-149.54,5,ET
69.1,-148.49,297,ET
70.08,-143.38,15,ET
70.08,-143.35,2,ET
68.38,-149.34,732,ET
70.08,-143.35,2,ET
69.43,-148.41,108,ET
68.04,-149.35,982,ET
68.53,-166.08,3,ET
68.21,-166.48,4,ET
65.37,-168.03,5,ET
65.34,-167.55,83,ET
65.15,-166.52,5,Dfc
66.16,-166.03,2,ET
66.59,-160.26,46,Dsc
69.49,-162.55,6,ET
69.44,-163.01,6,ET
66.52,-162.38,5,Dfc
66.05,-162.45,9,Dfc
66.53,-162.36,3,Dfc
67.34,-162.59,30,Dfc
69.22,-152.08,85,Dsc
68.08,-151.44,643,Dfc
67.06,-157.51,88,Dsc
66.53,-157.09,61,Dsc
66.03,-154.16,88,Dsc
66.0,-153.42,389,Dfc
66.55,-151.31,196,Dfc
67.3,-148.29,585,Dfc
67.41,-149.44,447,Dfc
67.15,-150.12,320,Dfc
66.49,-150.39,335,Dfc
67.24,-150.07,360,Dfc
65.1,-152.06,67,Dfc
65.0,-150.39,82,Dsc
65.56,-149.5,155,Dsc
66.34,-145.16,131,Dfc
68.07,-145.34,636,Dfc
64.3,-165.26,7,Dfc
64.31,-165.27,11,Dfc
62.04,-163.18,95,Dsc
64.42,-162.03,4,Dfc
63.41,-170.3,16,ET
63.46,-171.44,8,ET
63.53,-160.48,6,Dfc
62.39,-160.11,99,Dfc
62.46,-164.3,3,Dfc
62.06,-163.41,102,Dsc
61.47,-166.02,146,Dsc
60.0,-166.0,15,ET
60.22,-166.16,15,ET
61.32,-166.09,5,Dsc
60.47,-161.48,46,Dfc
60.42,-161.58,6,Dfc
64.44,-156.56,46,Dfc
64.44,-156.57,46,Dfc
64.47,-141.09,268,Dfc
65.42,-156.23,55,Dfc
62.58,-155.37,103,Dfc
62.54,-155.59,294,Dfc
61.35,-159.32,26,Dfc
61.06,-155.35,484,Dfc
63.54,-152.16,214,Dfc
63.3,-153.53,458,Dfc
62.32,-153.37,323,ET
62.06,-152.45,560,Dfc
61.59,-152.05,305,ET
62.18,-150.06,109,Dfc
61.58,-151.11,45,Dsc
60.34,-151.15,29,Dfc
60.29,-151.02,33,Dfc
61.1,-151.03,40,Dsc
64.33,-149.05,110,Dfc
64.18,-149.07,168,Dfc
62.53,-149.5,381,Dfc
58.07,-135.27,0,Dfc
64.49,-147.52,138,Dfc
64.49,-147.51,132,Dfc
64.5,-147.37,137,Dfc
63.2,-149.08,734,Dfc
63.44,-148.55,524,ET
63.39,-148.48,625,Dfc
63.53,-149.01,396,ET
63.24,-148.57,668,ET
64.4,-147.06,167,Dfc
63.58,-145.42,398,Dsc
64.0,-145.44,391,Dfc
64.0,-145.43,389,Dfc
65.5,-144.04,182,Dfc
63.02,-145.3,809,ET
65.29,-144.37,291,Dfc
63.05,-145.3,878,ET
61.49,-147.3,838,ET
61.43,-148.53,265,ET
61.38,-149.02,236,ET
61.16,-149.39,115,ET
62.09,-145.27,481,Dsc
61.56,-147.1,1002,ET
61.49,-147.33,900,ET
62.02,-142.4,735,ET
62.18,-146.35,747,Dsc
61.33,-145.13,518,ET
61.15,-149.48,65,ET
61.11,-149.58,22,Dsc
61.1,-150.01,40,Dsc
61.11,-150.0,44,Dsc
61.13,-149.51,42,Dsc
61.36,-149.05,71,ET
61.45,-150.03,67,Dsc
61.25,-149.31,29,ET
61.08,-146.21,10,ET
61.08,-146.15,37,ET
61.26,-142.56,455,Dsc
61.08,-146.16,37,ET
60.46,-148.41,9,Cfc
60.07,-149.27,18,ET
60.14,-146.39,56,Dfc
60.24,-146.05,110,Dfc
62.58,-141.56,525,Dfc
62.24,-143.0,882,ET
62.42,-143.59,730,Dsc
63.23,-143.2,472,Dwc
63.19,-142.43,509,Dwc
60.3,-145.3,13,ET
60.29,-146.36,14,Dfc
60.05,-142.3,11,ET
60.49,-152.18,12,Dfc
60.28,-164.42,4,Dfc
58.39,-162.04,165,Dsc
57.09,-170.13,9,ET
55.12,-162.44,31,ET
55.12,-162.43,30,ET
55.19,-160.31,7,Cfc
59.03,-158.31,29,Dfc
58.41,-156.39,15,Dfc
58.41,-156.41,17,Dfc
56.57,-158.37,29,Dfc
58.25,-157.22,119,Dfc
58.42,-157.01,40,Dfc
59.45,-154.55,49,Dfc
60.12,-154.18,81,Dfc
61.43,-157.09,54,Dfc
59.38,-151.3,22,ET
59.26,-146.2,14,Dfc
57.45,-152.3,34,ET
56.33,-154.08,17,ET
59.48,-144.36,18,Dfc
59.01,-161.49,3,Dsc
59.03,-160.24,6,Dfc
59.31,-139.4,9,ET
59.31,-139.46,3,ET
59.28,-135.18,5,Dsc
59.14,-135.26,10,Dsc
59.15,-135.31,5,Dsc
58.58,-135.13,10,Dfc
58.12,-136.38,25,Cfc
58.25,-135.44,9,Dfc
58.1,-135.15,11,Dfc
57.04,-135.21,20,Cfc
56.51,-135.32,15,Cfb
58.22,-134.35,7,Dfc
58.21,-134.35,5,Dfc
58.24,-134.57,15,Dfb
58.15,-134.54,0,Dfb
58.12,-136.21,0,Cfc
57.3,-134.35,11,Cfc
57.16,-133.37,11,Cfc
56.58,-133.57,0,Cfb
56.49,-132.58,0,Cfb
56.48,-132.49,3,Cfb
56.28,-133.06,30,Cfc
56.29,-132.22,13,Cfb
56.0,-134.08,12,Cfc
55.12,-132.5,0,Cfb
55.58,-133.48,0,Cfb
56.15,-134.39,1,Cfc
55.33,-133.06,0,Cfb
55.35,-133.05,15,Cfb
55.29,-133.09,0,Cfb
55.21,-131.42,29,Cfb
55.02,-131.34,34,Cfb
52.5,173.11,21,ET
52.43,174.07,30,ET
51.53,-176.39,4,ET
51.53,-176.39,5,ET
51.23,179.16,69,ET
52.57,-168.51,21,Cfc
53.54,-166.33,4,ET
54.36,-164.56,9,ET
56.0,-160.34,8,Cfc
51.56,-131.01,92,Cfb
50.36,-120.31,700,Dfc
53.49,-128.5,0,Cfb
65.17,-126.48,74,Dfc
66.16,-128.37,66,Dfc
60.1,-132.45,705,Dfc
60.1,-132.46,705,Dfc
61.38,-125.48,610,Dfc
66.02,-91.5,31,ET
52.07,-124.08,910,Dfc
72.0,-125.16,86,ET
72.0,-125.17,86,ET
67.02,-126.05,259,Dfc
66.0,-117.46,185,Dfc
55.45,-120.11,655,Dfc
63.37,-118.07,230,Dfc
68.47,-114.5,65,ET
61.11,-113.41,164,Dsc
58.37,-117.1,338,Dfc
56.14,-117.26,571,Dfb
55.24,-116.29,602,Dfc
55.18,-114.47,581,Dfc
68.39,-101.44,18,ET
76.14,-119.2,12,ET
76.14,-119.19,12,ET
62.43,-109.1,164,Dfc
62.14,-92.36,20,ET
78.47,-103.33,58,ET
58.11,-103.42,492,Dfc
59.34,-108.29,318,Dfc
55.5,-108.26,434,Dfb
55.5,-108.27,434,Dfb
56.52,-101.05,357,Dfc
55.48,-97.52,218,Dfc
68.18,-85.4,395,ET
68.47,-81.15,8,ET
69.22,-81.49,51,ET
82.3,-62.2,66,ET
82.31,-62.17,31,ET
62.49,-92.07,32,ET
67.42,-104.28,42,ET
61.19,-117.36,161,Dfc
70.29,-68.31,26,ET
68.54,-75.09,162,ET
68.56,-75.17,14,ET
68.39,-71.1,527,ET
68.28,-66.48,401,ET
66.09,-65.43,23,ET
66.35,-61.37,393,ET
66.32,-86.15,24,ET
72.4,-78.0,57,EF
67.32,-63.47,573,ET
67.33,-64.02,6,ET
63.2,-64.09,367,ET
60.25,-64.51,31,ET
54.18,-130.53,21,Cfc
53.15,-131.49,6,Cfb
53.15,-131.5,6,Cfb
53.03,-129.41,10,Cfb
53.02,-122.31,545,Dfc
53.02,-122.32,545,Dfc
52.11,-122.03,940,Dfb
52.17,-121.03,846,Dfc
50.59,-127.44,9,Cfc
49.05,-125.46,24,Dfc
50.26,-128.02,21,Cfb
52.27,-131.14,5,Cfb
53.32,-131.33,8,Cfb
53.41,-124.5,715,Dfc
49.02,-122.22,58,Cfb
50.41,-127.22,22,Cfc
50.35,-126.56,59,Cfb
50.47,-128.26,72,Cfb
48.55,-125.33,27,Cfb
49.15,-121.46,15,Dfb
50.08,-122.57,658,ET
49.22,-121.29,39,Dfb
50.14,-119.18,556,Dfb
50.14,-119.18,556,Dfb
49.07,-110.28,935,BSk
53.33,-114.06,766,Dfb
54.25,-110.17,544,Dfc
53.4,-113.28,688,Dfc
51.11,-115.34,1383,Dfc
51.12,-115.33,1397,Dfc
53.18,-113.35,723,Dfc
53.4,-113.52,686,Dfc
54.45,-110.03,702,Dfc
54.08,-108.31,480,Dfb
54.08,-108.32,480,Dfb
54.47,-110.04,606,Dfc
54.54,-109.58,636,Dfc
50.16,-111.11,770,BSk
51.31,-109.1,694,BSk
53.2,-104.0,374,Dfc
53.2,-104.01,373,Dfc
49.26,-108.59,1078,BSk
59.15,-105.5,250,Dfc
53.22,-107.33,584,Dfc
59.13,-109.42,238,Dfc
49.1,-105.59,917,Dfb
49.04,-107.35,785,Dfb
51.16,-102.28,498,Dfb
49.39,-109.31,1271,BSk
49.53,-96.28,290,Dfb
49.55,-99.57,409,Dfb
53.58,-97.5,223,Dfb
51.45,-99.54,256,Dfb
53.51,-94.39,237,Dfc
49.12,-98.54,470,Dfb
50.27,-100.36,561,Dfb
46.54,-71.3,168,Dfb
49.12,-113.17,1136,Dfb
59.08,-113.48,1296,Dfc
62.43,-109.11,168,Dfc
64.23,-115.01,478,Dfc
61.55,-113.44,165,Dfc
63.09,-117.16,271,Dfc
67.12,-130.13,63,Dfc
64.07,-117.22,213,Dsc
60.26,-121.14,498,Dfc
61.4,-108.25,396,Dfc
61.03,-109.2,396,Dfc
49.54,-99.21,384,Dfb
59.59,-64.1,551,ET
53.34,-64.06,440,Dfc
53.33,-64.06,440,Dfc
52.39,-56.52,43,Dfc
52.14,-61.19,321,Dfc
45.43,-73.23,192,Dfb
50.14,-57.35,19,Dfc
50.14,-57.36,19,Dfc
51.01,-57.06,8,Dfc
48.23,-70.32,7,Dfb
49.08,-68.12,22,Dfb
48.46,-64.29,33,Dfb
48.16,-70.07,0,Dfb
47.2,-53.08,290,Dfb
47.49,-53.54,119,Dfc
49.16,-54.53,99,Dfb
47.37,-57.37,12,Dfc
47.37,-57.38,12,Dfc
48.4,-53.07,27,Dfb
48.1,-52.56,18,Dfb
49.07,-53.35,10,Dfb
47.34,-59.1,40,Dfb
47.34,-59.11,40,Dfb
48.25,-123.19,70,Csb
49.18,-123.07,2,Cfb
48.22,-123.45,32,Dsc
48.26,-123.26,12,Csb
48.32,-123.28,49,Csb
49.58,-119.23,430,Dfc
49.28,-123.55,8,Cfb
49.06,-123.18,1,Csb
52.23,-126.35,35,Dsb
49.47,-123.1,60,Dfc
49.5,-124.3,130,Csb
49.02,-119.26,283,Dfc
50.16,-117.49,524,ET
50.42,-119.17,351,Dfb
58.25,-130.0,816,ET
49.38,-111.27,838,BSk
51.05,-115.04,1298,Dfc
50.01,-113.38,1012,Dfb
51.05,-114.13,1235,Dfb
49.38,-114.29,1303,Dfc
53.41,-112.52,716,Dfb
53.25,-113.12,694,Dfc
51.4,-110.12,707,BSk
53.27,-114.28,747,Dfb
52.27,-113.45,874,Dfc
49.42,-112.47,291,Dfb
49.08,-112.03,1050,Dfb
50.57,-115.11,1914,Dfc
56.32,-115.16,546,Dfc
58.35,-118.3,373,Dfc
51.46,-114.41,1114,Dfb
51.42,-113.13,907,Dfb
49.35,-114.25,2164,Dfc
50.03,-112.08,779,BSk
53.23,-118.2,1402,Dfc
58.41,-113.53,241,Dfc
53.02,-112.49,739,Dfb
57.32,-111.34,310,Dfc
46.29,-84.31,192,Dfb
43.46,-81.43,214,Dfb
43.12,-79.1,98,Dfb
43.1,-79.56,237,Dfa
43.52,-79.22,198,Dfb
43.38,-79.24,77,Dfb
43.38,-79.25,77,Dfb
44.3,-80.13,180,Dfb
46.19,-79.27,204,Dfb
44.51,-79.52,183,Dfb
42.18,-82.42,184,Dfa
44.25,-75.51,82,Dfb
44.32,-79.13,221,Dfb
44.44,-81.17,182,Dfb
43.37,-79.21,92,Dfb
44.42,-76.18,125,Dfb
50.17,-63.37,33,Dfc
46.12,-70.47,229,Dfb
43.28,-80.23,317,Dfb
45.31,-73.25,27,Dfb
45.3,-73.31,7,Dfb
45.18,-73.21,45,Dfb
45.14,-74.06,46,Dfb
45.03,-72.5,152,Dfb
50.1,-60.04,7,Dfc
50.13,-64.13,9,Dfb
46.04,-74.32,239,Dfb
45.26,-73.56,39,Dfb
47.25,-72.48,169,Dfb
48.5,-72.33,137,Dfb
48.46,-71.43,113,Dfb
47.34,-71.14,803,Dfc
50.44,-71.01,497,Dfc
47.04,-70.48,6,Dfb
48.25,-68.54,0,Dfb
44.53,-63.3,145,Dfb
44.43,-63.41,33,Dfb
44.54,-63.3,0,Dfb
44.59,-64.55,28,Dfb
47.12,-55.06,0,Dfb
45.22,-63.16,40,Dfb
43.43,-65.15,30,Dfb
43.53,-60.33,44,Dfb
43.27,-65.28,13,Dfb
48.58,-56.04,105,Dfb
48.35,-57.14,290,Dfb
49.41,-54.48,92,Dfb
44.49,-62.2,10,Dfb
47.22,-55.48,35,Dfb
45.51,-64.16,23,Dfb
43.59,-64.4,9,Dfb
46.27,-61.58,11,Dfb
46.32,-61.05,17,Dfb
47.04,-64.48,5,Dfb
45.46,-62.41,2,Dfb
45.43,-60.14,10,Dfb
50.43,-56.07,29,Dfc
47.14,-60.08,26,Dfb
45.21,-60.59,4,Dfb
51.52,-63.17,561,Dfc
49.05,-61.42,4,Dfc
47.0,-70.49,5,Dfb
49.15,-65.2,29,Dfb
48.05,-69.33,5,Dfb
49.19,-67.23,5,Dfc
49.05,-66.44,35,Dfc
48.25,-64.19,16,Dfb
43.5,-77.09,79,Dfb
43.57,-78.1,78,Dfb
43.58,-79.34,390,Dfb
43.15,-79.13,79,Dfb
44.31,-80.01,182,Dfb
47.2,-85.5,187,Dfc
45.04,-77.52,331,Dfb
54.59,-85.26,52,Dfc
49.02,-90.28,489,Dfb
49.02,-90.25,480,Dfb
44.23,-79.47,295,Dfb
43.18,-79.48,77,Dfb
45.02,-80.22,191,Dfb
45.2,-81.44,181,Dfb
50.48,-96.53,221,Dfb
54.1,-130.22,5,Cfc
49.02,-97.34,251,Dfb
51.05,-97.33,253,Dfb
52.07,-101.14,335,Dfb
50.39,-99.56,627,Dfb
52.48,-97.37,223,Dfb
50.16,-107.44,825,Dfb
